	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
176	CHEMBL1346055	O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)cc1	O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)cc1	IKVPOLNVUFKFCV-LDADJPATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
177	CHEMBL1313324	O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S	O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S	LDIHFJPZWBYWJD-ZROIWOOFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
178	CHEMBL1566530	O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S	O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S	AIZIUORFVVXUMS-LZYBPNLTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
179	CHEMBL1985987	C/C(=N\NC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1	C/C(=N\NC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1	ZJZDQWHYOGHGEQ-MFKUBSTISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
180	CHEMBL564052	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCNC2)[C@@H](O)[C@H]1O	OFJQITMYJIEZGC-BAYCTPFLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
181	CHEMBL1411344	O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1	O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1	BTMQBZOFYRKLBV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
182	CHEMBL1706577	O=C(N/N=C/c1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12	O=C(N/N=C/c1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12	NCWJNVZGQDGGJK-YDZHTSKRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
183	CHEMBL1702473	COC1=C(N)C(=O)c2nc(C)ccc2C1=O	COC1=C(N)C(=O)c2nc(C)ccc2C1=O	FKAAKWCKLUDXOB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
184	CHEMBL1863716	Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1	Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1	XEFPJRJQIDICJP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
185	CHEMBL560768	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@@H]1O	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@@H]1O	AEYTZFNTFJDEFK-UXSDZZPMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
186	CHEMBL1368108	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C(=C)C)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C(=C)C)C3)c1	ZTBAYPBTARIWTP-PBVYKCSPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
187	CHEMBL1310120	CC1=C/C(=C\c2ccc(Br)o2)C(=O)O1	CC1=C/C(=C\c2ccc(Br)o2)C(=O)O1	MDNPWZAMXKTAQO-FNORWQNLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
188	CHEMBL1523953	Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(C(C)C)cc3)CC=C(C(=O)O)[C@@H]2c2ccc(C(C)(C)C)cc2)cc1	Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(C(C)C)cc3)CC=C(C(=O)O)[C@@H]2c2ccc(C(C)(C)C)cc2)cc1	PMWCDYFHBFPPKC-KYJUHHDHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
189	CHEMBL1606403	C=CCOC(=O)c1cc(-c2ccc(/C=C3\C(=O)NC(=O)C(C#N)=C3C)o2)ccc1Cl	C=CCOC(=O)c1cc(-c2ccc(/C=C3\C(=O)NC(=O)C(C#N)=C3C)o2)ccc1Cl	IHNUNBMIRZNLFC-GDNBJRDFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
190	CHEMBL1536256	COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1	COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1	TXNNPVIOMIDAJM-CPNJWEJPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
191	CHEMBL1566980	O=C(CSc1nc(O)c2ccccc2n1)Nc1nc(-c2ccc(Br)cc2)cs1	O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1nc(-c2ccc(Br)cc2)cs1	KPYZAIKSHFFKSV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
192	CHEMBL1440076	O=C(/C=C/c1ccc(Br)cc1)NC(=S)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	O=C(/C=C/c1ccc(Br)cc1)NC(=S)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	SZKLMAAQADMUGA-XCVCLJGOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
193	CHEMBL1389315	O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1	O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1	LJYSHLYMYQNADO-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
194	CHEMBL1322547	C/C=C/C=C/C(=O)C1=C(O)[C@]2(C)C(=O)C(C)(O)[C@H]1[C@H]([C@]1(C)OC(O)=C(C)C1=O)[C@H]2C(=O)/C=C/C=C/C	C/C=C/C=C/C(=O)C1C(=O)[C@]2(C)C(=O)C(C)(O)[C@H]1[C@H]([C@]1(C)OC(=O)C(C)C1=O)[C@H]2C(=O)/C=C/C=C/C	VNOPMKDXPIRFHP-FWSVCFIKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
195	CHEMBL555352	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	WZMUJUUYKWVGEE-FOYDDCNASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
196	CHEMBL1978925	O=C(N/N=C/c1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1	O=C(N/N=C/c1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1	DYRFIERMQMNKAB-FSJBWODESA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
197	CHEMBL1490134	C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC	C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC	PKMMWLYTDUYCLW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
198	CHEMBL1520133	CN(c1ccccc1)c1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]	CN(c1ccccc1)c1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]	XQILZURWAUDZSB-OBGWFSINSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
200	CHEMBL1529471	CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)/C(=C/c2ccco2)SC1=S	CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)/C(=C/c2ccco2)SC1=S	RPKPCZUDZKOHDP-ZSOIEALJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
201	CHEMBL1320181	CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1	CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1	FCEWTMLZJKEGGF-UDWIEESQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
202	CHEMBL599013	O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12	O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12	MSEOIJPJKDACDP-YDZHTSKRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
203	CHEMBL1414679	CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(sc(=Cc3ccc(OCC(=O)O)cc3)c2=O)=N1	CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(sc(=Cc3ccc(OCC(=O)O)cc3)c2=O)=N1	IOSUGCLQHJKTCK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
204	CHEMBL1509377	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1	SSSGETUBQMNOFY-JGKWMGOWSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
205	CHEMBL1440277	CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1	CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1	SALDPLRWBABLIU-CIAFOILYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
206	CHEMBL1704267	O=C(N/N=C/c1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12	O=C(N/N=C/c1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12	RFAKOGFXPBSUBF-YDZHTSKRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
207	CHEMBL224857	O=C(O)CCCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2cccs2)SC1=S	O=C(O)CCCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2cccs2)SC1=S	FMMHCRVDJPIDBV-RGEXLXHISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
208	CHEMBL1381264	CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(SCc4ccco4)o3)C(=O)N=C2S1	CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(SCc4ccco4)o3)C(=O)N=C2S1	FOUCUCMUTILNFC-ZJMWYTODSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
209	CHEMBL1435948	COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1	COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1	HEAXMWABSKJMTI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
210	CHEMBL1485277	CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1	CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1	PVYHZQVGZSMFMZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
211	CHEMBL1333249	Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O	Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O	QOYLFEOOSMDYPI-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
212	CHEMBL1568915	C/C(=C/CCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O	C/C(=C/CCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O	KDCSSVADTHDYGI-NDEGSFCNSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
213	CHEMBL1975589	COC(=O)CC1OCC=C2CN3CCC45C6=CC(=O)C(O)=C([N+](=O)[O-])C6=NC4C1C2CC35	COC(=O)CC1OCC=C2CN3CCC45C6=CC(=O)C(=O)C([N+](=O)[O-])C6=NC4C1C2CC35	PKYDLDSYBWVKBU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
214	CHEMBL1340117	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C=C/CC)C3)c1	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)/C=C/CC)C3)c1	VESRJKLHANLKDM-CMVJWDLVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
216	CHEMBL212414	Cc1ccc(NC(=O)CN2C(=O)N/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1	Cc1ccc(NC(=O)CN2C(=O)N/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1	BJCKKLXERBMNHP-MOSHPQCFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
217	CHEMBL560045	Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	Cc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	OOFUPOXPGCUZGZ-HVMNINKTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
219	CHEMBL1421559	Cc1oc2c(c1C(=O)c1ccc(Cl)cc1)C(=O)C(=O)c1ccccc1-2	Cc1oc2c(c1C(=O)c1ccc(Cl)cc1)C(=O)C(=O)c1ccccc1-2	FXCHHPMETQQPRQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
220	CHEMBL1317569	CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1	CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1	VPCFSTUHTPQMEZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
221	CHEMBL1369492	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1	IMLRWXNCJUEBEP-VGOFMYFVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
222	CHEMBL1551448	COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1	COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1	KBJVKTYARRSLTL-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
223	CHEMBL1395998	CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1	CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1	BHKPVOOTZZBNHN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
224	CHEMBL1346592	Cc1ccccc1NC(=O)CN1C(=O)N/C(=C\c2cccn2-c2cccc(C(=O)O)c2)C1=O	Cc1ccccc1NC(=O)CN1C(=O)N/C(=C\c2cccn2-c2cccc(C(=O)O)c2)C1=O	ACUWQONVBQJTOB-MOSHPQCFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
225	CHEMBL1437464	CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1	CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1	HWUHBHNZPIMNRK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
226	CHEMBL1391256	O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12	O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12	XBYFNXHXLBSRSE-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
227	CHEMBL1503050	O=C(O)Cc1c[nH]c2cccc(O)c12	O=C(O)Cc1c[nH]c2cccc(O)c12	IGOSTOCJEXIQIA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
228	CHEMBL1443718	CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O	CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O	MRLTXEYLPCUWFS-YBEGLDIGSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
229	CHEMBL552763	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O	AJASNJHKLZFEOV-RLOJTGAKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
230	CHEMBL104663	N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1	N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1	ZBXXIEYBGSMVKQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
231	CHEMBL1587837	COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1	COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1	AIXCLGQVXMIORW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
232	CHEMBL1571682	CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O.Cl	CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O	GYKCOAYJKHCBQC-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
233	CHEMBL1560128	CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O	CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O	OHCLTJPHXIFMGW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
234	CHEMBL1505688	O=C(O)CCCCCN1C(=O)/C(=C\c2cn(-c3ccccc3)nc2-c2cccs2)SC1=S	O=C(O)CCCCCN1C(=O)/C(=C\c2cn(-c3ccccc3)nc2-c2cccs2)SC1=S	FMMHCRVDJPIDBV-XMHGGMMESA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
235	CHEMBL1967028	CCc1ccc(/C(C)=N/NC(=O)CNC(=O)/C=C/c2ccco2)cc1	CCc1ccc(/C(C)=N/NC(=O)CNC(=O)/C=C/c2ccco2)cc1	IQCYVFPSUWKQDB-QQQPHYRHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
236	CHEMBL1964442	O=C(N/N=C/c1ccoc1)c1cc(O)cc(O)c1	O=C(N/N=C/c1ccoc1)c1cc(O)cc(O)c1	JLQRYFLMVCLQEL-AWNIVKPZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
237	CHEMBL1361703	COc1ccccc1CNC(=O)COC(=O)c1cc(-c2ccco2)nc2ccccc12	COc1ccccc1CNC(=O)COC(=O)c1cc(-c2ccco2)nc2ccccc12	LHUVKNSYJXRVJA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
238	CHEMBL1713628	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1[N+](=O)[O-]	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1[N+](=O)[O-]	JJVRPICUGFLOHL-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
239	CHEMBL1347385	O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(Sc2cccc3ccccc23)o1	O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(Sc2cccc3ccccc23)o1	CEPJKFDAQFVSJZ-HMMYKYKNSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
240	CHEMBL1509648	Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)/C=C/c3ccc(C)o3)c2)o1	Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)/C=C/c3ccc(C)o3)c2)o1	HOKVZBUGMQEHAA-HZOWPXDZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
241	CHEMBL1902527	ClN=C1C=CC=CC1=NCl	ClN=C1C=CC=CC1=NCl	RPGWWMBMIIJENL-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
242	CHEMBL1315592	COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1	COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1	QEYIUAMGYYGCQT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
243	CHEMBL617	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	XIURVHNZVLADCM-IUODEOHRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
244	CHEMBL1569215	O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1	O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2cccc(C(=O)O)c2)o1	OJWXVAZPRPROLV-BOPFTXTBSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
245	CHEMBL560105	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	QAVAAPUGVSFKKD-SYDIUPFYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
246	CHEMBL1434750	O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S	O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S	MLYJQALAWVQLEE-LZYBPNLTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
247	CHEMBL1438370	Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F	Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F	BESGEGPRGYRHQP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
248	CHEMBL1320799	NS(=O)(=O)c1ccc(N=Nc2ccc(O)nc2O)cc1	NS(=O)(=O)c1ccc(N=Nc2ccc(=O)[nH]c2O)cc1	NVVKOBSVOCFOEN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
249	CHEMBL1209491	COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	WYIIRKFHBPIFQZ-FGBFUVBKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
250	CHEMBL1461389	Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-]	Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-]	KICACNOHWYSQPY-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
251	CHEMBL1308055	Cc1ccc(-n2cccc2/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1Cl	Cc1ccc(-n2cccc2/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1Cl	LDXIDWXNUJDJMV-JMPIQFJJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
252	CHEMBL1312212	COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1	COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1	SOAFFYNTNJRBTG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
253	CHEMBL552246	Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	ZTAQMRJGWYNIJC-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
254	CHEMBL550440	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O	PPAKVYRRHNXOLG-TVDBPQCTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
255	CHEMBL1893341	COC(=O)c1ccc(C(=O)OC)c(NC(=O)Cc2cccs2)c1	COC(=O)c1ccc(C(=O)OC)c(NC(=O)Cc2cccs2)c1	ONBBHUSAFIUQFH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
256	CHEMBL1548829	COC(=O)/C(C(C)=O)=C(\C=C\C=C\C=C\N(C)C)N(C)C	COC(=O)/C(C(C)=O)=C(\C=C\C=C\C=C\N(C)C)N(C)C	MZZYBAIUIOHQLA-USJRQALFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
257	CHEMBL1348946	N#Cc1c(SCC(=O)Nc2nc3ccc(Br)cc3s2)sc2c(O)cc(O)nc12	N#Cc1c(SCC(=O)Nc2nc3ccc(Br)cc3s2)sc2c(O)cc(=O)[nH]c12	HOCWESIGOJJCOY-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
