"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL563782";"";"0";"366.45";"0";"-0.49";"10a";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"12.88";"0.26";"5.21";"3.59";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL538693";"";"0";"340.41";"0";"-0.89";"13";"NCCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'>'";"45000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL538627";"";"0";"386.87";"0";"-0.22";"1f";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O";"IC50";"'='";"36000.0";"nM";"4.44";"";"";"UO_0000065";"11.49";"0.24";"4.66";"3.38";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551174";"";"0";"532.67";"1";"2.86";"7c";"O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"9.06";"0.17";"1.96";"4.11";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL115145";"";"0";"288.25";"0";"2.08";"NSC-14778";"O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O";"IC50";"'='";"92000.0";"nM";"4.04";"";"";"UO_0000065";"14.00";"0.26";"1.96";"3.51";"False";"CHEMBL1072866";"Inhibition of human recombinant DNMT1 expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL561047";"";"0";"383.43";"0";"-0.83";"4";"Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"11.34";"0.23";"5.18";"2.56";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL564768";"";"0";"418.86";"1";"-0.78";"24";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"13.22";"0.28";"6.32";"3.03";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL558406";"";"0";"430.51";"1";"-0.72";"27";"CSc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1";"IC50";"'='";"216000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL556265";"";"0";"474.54";"1";"0.59";"29";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"61000.0";"nM";"4.21";"";"";"UO_0000065";"8.88";"0.17";"3.62";"2.50";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"14.04";"0.28";"6.84";"2.96";"True";"CHEMBL1072866";"Inhibition of human recombinant DNMT1 expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL599367";"";"0";"291.26";"0";"0.99";"NSC-348926";"O=C(O)CCCC(C(=O)O)N1C(=O)c2ccccc2C1=O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1072866";"Inhibition of human recombinant DNMT1 expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL555352";"";"0";"564.67";"2";"2.30";"32";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"9.33";"0.18";"2.97";"3.12";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563946";"";"0";"383.43";"0";"-0.83";"7";"Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"11.34";"0.23";"5.18";"2.56";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL4755253";"";"0";"407.48";"0";"1.79";"28";"Nc1nccc2cc(CNC(=O)Cn3cnc(C(=O)NC4CCCCC4)n3)ccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4684515";"Inhibition of recombinant human DNMT1 using poly(dl-dC) as substrate by hotspot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680176";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"71.0";"nM";"7.15";"";"";"";"18.60";"0.38";"8.59";"3.91";"False";"CHEMBL4684515";"Inhibition of recombinant human DNMT1 using poly(dl-dC) as substrate by hotspot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680176";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL558882";"";"0";"510.31";"2";"-0.83";"20";"Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"9.17";"0.24";"5.51";"2.56";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL549412";"";"0";"460.52";"1";"0.72";"28";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"154000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560105";"";"0";"502.60";"2";"1.03";"31";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"7400.0";"nM";"5.13";"";"";"UO_0000065";"10.21";"0.20";"4.10";"3.04";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560306";"";"0";"475.53";"1";"-0.01";"33";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"22000.0";"nM";"4.66";"";"";"UO_0000065";"9.79";"0.19";"4.67";"2.57";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL552763";"";"0";"599.11";"2";"2.96";"36";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"8.64";"0.17";"2.21";"3.07";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL382617";"";"0";"292.35";"0";"2.17";"NSC-303530";"Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"13.68";"0.25";"1.83";"6.62";"False";"CHEMBL862798";"Inhibitory activity against DNA methyl transferase in leukemic NALM6 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NALM-6";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147744";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307559";""
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"0";"384.42";"1";"-1.44";"(+/-)-1, SAH";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"14.82";"0.30";"7.14";"3.12";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563024";"";"0";"488.57";"1";"0.64";"30";"NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"9.35";"0.18";"3.93";"2.71";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL560505";"";"0";"534.60";"2";"0.61";"34";"COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"8.88";"0.18";"4.13";"2.54";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL597113";"";"0";"409.19";"0";"2.61";"NSC-106084";"O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1";"IC50";"'='";"212000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1072866";"Inhibition of human recombinant DNMT1 expressed in baculovirus-insect cell system by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157722";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL551578";"";"0";"410.46";"1";"-1.34";"1j";"COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"13.15";"0.26";"6.74";"3.42";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL555257";"";"0";"576.68";"2";"2.32";"7a";"O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)ncnc43)[C@H](O)[C@@H]2O)CN1";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"9.42";"0.18";"3.11";"3.51";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559283";"";"0";"611.12";"2";"2.97";"7b";"O=C(O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(NCCc5ccc(-c6ccccc6)cc5)nc(Cl)nc43)[C@H](O)[C@@H]2O)CN1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"9.17";"0.18";"2.63";"3.62";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563888";"";"0";"410.46";"1";"-1.03";"8c";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCN[C@@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559281";"";"0";"366.45";"0";"-0.36";"11";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O";"IC50";"'='";"94000.0";"nM";"4.03";"";"";"UO_0000065";"10.99";"0.22";"4.39";"2.77";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL559715";"";"0";"385.40";"0";"-1.73";"3";"N[C@@H](CCSC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)C(=O)O";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL552246";"";"0";"385.41";"1";"-2.04";"6";"Nc1ncnc2c1nnn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"13.22";"0.27";"7.14";"2.61";"False";"CHEMBL1036408";"Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563230";"";"0";"396.43";"1";"-1.42";"1c";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL551787";"";"0";"410.46";"1";"-1.03";"8b";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL562689";"";"0";"366.45";"0";"-0.49";"10b";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"12.30";"0.25";"5.00";"3.43";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL563938";"";"0";"326.38";"0";"-1.28";"14";"NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"14.54";"0.29";"6.02";"3.26";"False";"CHEMBL1036444";"Inhibition of human recombinant DNMT1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151876";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL383475";"";"0";"334.33";"0";"2.46";"NSC-401077";"O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"12.86";"0.23";"1.84";"4.75";"False";"CHEMBL862798";"Inhibitory activity against DNA methyl transferase in leukemic NALM6 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NALM-6";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147744";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307559";""
"CHEMBL3126654";"";"0";"334.38";"0";"2.95";"13";"Cc1cc(Nc2ccc(NC(=O)c3ccc(N)cc3)cc2)nc(N)n1";"IC50";"'='";"173000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3129170";"Inhibition of human N-terminal 600 residues-deleted DNMT1 using poly(dI-dC) as substrate in presence of AdoMet";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124813";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL2385821";"";"0";"461.53";"1";"5.65";"2";"Cc1cc(Nc2cccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)c2)nc(N)n1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"13.94";"0.25";"0.78";"5.46";"False";"CHEMBL3129170";"Inhibition of human N-terminal 600 residues-deleted DNMT1 using poly(dI-dC) as substrate in presence of AdoMet";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1993";"DNA (cytosine-5)-methyltransferase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124813";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
